Activity ID,Assessment,Category,Skill Focus,Activity Type,Activity Title,Activity Description,Time (min),IB Criterion,Style Preference,Text Type(s),Text / Work Focus,Difficulty,Location,Format,Session Use,Exam Proximity,Materials,Energy Level,Support Level,Helps With,Why It Helps,Success Criteria,If You Are Stuck
IO-0421,Individual Oral,Individual Oral: Thi Bui,Memory & Chapter Recall,Skill Drill,Chapter Transitions: Two-Minute Recall Sketch,"Without opening the book: sketch (stick figures welcome) the panel you remember best from Chapter Transitions, and label three visual choices from memory — then check against the actual page (a present-day image graphically ""matches"" a past one — a hand, a doorway, water — and the page falls through time). What did your memory keep, and what did it drop? What it kept is what you'll cite fluently under pressure; what it dropped needs one more look.",6,A,"Visual, Spatial, Kinesthetic, Solitary",Graphic Novel,Thi Bui,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before",Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Memory & Recall, Quotations & Evidence",The IO allows no book — drawing from memory is the honest test of what you'll actually be able to describe on the day.,A sketch exists and you know exactly one thing to re-look at.,"Can't recall a panel? That IS the result: open the chapter, pick one, close, and sketch. Retrieval starts now."
IO-0422,Individual Oral,Individual Oral: Thi Bui,Memory & Chapter Recall,Skill Drill,Empty & Wordless Panels: Two-Minute Recall Sketch,"Without opening the book: sketch (stick figures welcome) the panel you remember best from Empty & Wordless Panels, and label three visual choices from memory — then check against the actual page (full-page bleeds of sea or sky where narration stops entirely). What did your memory keep, and what did it drop? What it kept is what you'll cite fluently under pressure; what it dropped needs one more look.",6,A,"Visual, Spatial, Kinesthetic, Solitary",Graphic Novel,Thi Bui,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before",Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Memory & Recall, Quotations & Evidence",The IO allows no book — drawing from memory is the honest test of what you'll actually be able to describe on the day.,A sketch exists and you know exactly one thing to re-look at.,"Can't recall a panel? That IS the result: open the chapter, pick one, close, and sketch. Retrieval starts now."
IO-0423,Individual Oral,Individual Oral: Thi Bui,Memory & Chapter Recall,Skill Drill,The Ending: Watching Her Son Swim: Two-Minute Recall Sketch,"Without opening the book: sketch (stick figures welcome) the panel you remember best from The Ending: Watching Her Son Swim, and label three visual choices from memory — then check against the actual page (the water that nearly killed the family becomes the element of the child's freedom). What did your memory keep, and what did it drop? What it kept is what you'll cite fluently under pressure; what it dropped needs one more look.",6,A,"Visual, Spatial, Kinesthetic, Solitary",Graphic Novel,Thi Bui,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before",Pen & Paper,Low — fine when tired,Some Scaffolding — guided but open,"Memory & Recall, Quotations & Evidence",The IO allows no book — drawing from memory is the honest test of what you'll actually be able to describe on the day.,A sketch exists and you know exactly one thing to re-look at.,"Can't recall a panel? That IS the result: open the chapter, pick one, close, and sketch. Retrieval starts now."
IO-0424,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Girl with Balloon: Caption It Wrong,"Write two deliberately WRONG captions for Girl with Balloon — one that reads it as cheerful decoration, one that misses hope and loss in public space entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (whether the balloon is leaving her or being released is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0425,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Love is in the Air (Flower Thrower): Caption It Wrong,"Write two deliberately WRONG captions for Love is in the Air (Flower Thrower) — one that reads it as cheerful decoration, one that misses protest, violence, and the possibility of peace entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the pose of violence holding an object of peace is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0426,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,One Nation Under CCTV: Caption It Wrong,"Write two deliberately WRONG captions for One Nation Under CCTV — one that reads it as cheerful decoration, one that misses surveillance and state power entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (graffiti about being watched, placed where it was being watched is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0427,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Kissing Coppers: Caption It Wrong,"Write two deliberately WRONG captions for Kissing Coppers — one that reads it as cheerful decoration, one that misses authority, masculinity, and LGBTQ visibility entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the uniform of authority performing tenderness is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0428,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Mobile Lovers: Caption It Wrong,"Write two deliberately WRONG captions for Mobile Lovers — one that reads it as cheerful decoration, one that misses technology's colonisation of intimacy entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (an embrace and an absence in the same gesture is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0429,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Season's Greetings: Caption It Wrong,"Write two deliberately WRONG captions for Season's Greetings — one that reads it as cheerful decoration, one that misses industrial pollution and childhood entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the corner of the building hiding the truth from the child but not from us is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0430,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Devolved Parliament: Caption It Wrong,"Write two deliberately WRONG captions for Devolved Parliament — one that reads it as cheerful decoration, one that misses trust in political institutions entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the painstaking traditional oil technique applied to ridicule is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0431,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Slave Labour: Caption It Wrong,"Write two deliberately WRONG captions for Slave Labour — one that reads it as cheerful decoration, one that misses child labour hidden inside national celebration entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (who manufactures patriotism is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0432,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,The Walled Off Hotel: Caption It Wrong,"Write two deliberately WRONG captions for The Walled Off Hotel — one that reads it as cheerful decoration, one that misses occupation, tourism, and bearing witness entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (hospitality built to make guests uncomfortable is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0433,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Sweeping It Under the Carpet: Caption It Wrong,"Write two deliberately WRONG captions for Sweeping It Under the Carpet — one that reads it as cheerful decoration, one that misses what societies choose not to see entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the wall itself becoming a carpet is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0434,Individual Oral,Individual Oral: Banksy,Interpretation & Counter-Reading,Analytical Activity,Girl Frisking Soldier: Caption It Wrong,"Write two deliberately WRONG captions for Girl Frisking Soldier — one that reads it as cheerful decoration, one that misses militarism seen through a child's frame entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the reversal of who searches whom is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Banksy,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0435,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Untitled (I shop therefore I am): Caption It Wrong,"Write two deliberately WRONG captions for Untitled (I shop therefore I am) — one that reads it as cheerful decoration, one that misses consumerism as identity entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (philosophy's proof of existence replaced by a purchase is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0436,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Untitled (Your body is a battleground): Caption It Wrong,"Write two deliberately WRONG captions for Untitled (Your body is a battleground) — one that reads it as cheerful decoration, one that misses control over women's bodies entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the pronoun ""your"" conscripting every viewer is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0437,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Untitled (We don't need another hero): Caption It Wrong,"Write two deliberately WRONG captions for Untitled (We don't need another hero) — one that reads it as cheerful decoration, one that misses gender roles taught in childhood entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the found image saying one thing, the text refusing it is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0438,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Untitled (You are not yourself): Caption It Wrong,"Write two deliberately WRONG captions for Untitled (You are not yourself) — one that reads it as cheerful decoration, one that misses identity under media pressure entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the broken mirror doing literally what the text says is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0439,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Belief+Doubt (installation): Caption It Wrong,"Write two deliberately WRONG captions for Belief+Doubt (installation) — one that reads it as cheerful decoration, one that misses ideology in public space entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (standing INSIDE the argument instead of in front of it is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0440,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Untitled (Money can buy you love): Caption It Wrong,"Write two deliberately WRONG captions for Untitled (Money can buy you love) — one that reads it as cheerful decoration, one that misses romance as transaction entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (one changed word collapsing a cultural ideal is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0441,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,Untitled (Thinking of You. I Mean Me. I Mean You.): Caption It Wrong,"Write two deliberately WRONG captions for Untitled (Thinking of You. I Mean Me. I Mean You.) — one that reads it as cheerful decoration, one that misses self, other, and address in the attention economy entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (a sentence that cannot decide who it is about is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0442,Individual Oral,Individual Oral: Barbara Kruger,Interpretation & Counter-Reading,Analytical Activity,The Signature Style Itself: Caption It Wrong,"Write two deliberately WRONG captions for The Signature Style Itself — one that reads it as cheerful decoration, one that misses mass media's visual grammar turned against itself entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (advertising's own toolkit hijacked for critique is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Artwork, Image",Barbara Kruger,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0443,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Classroom Split: Caption It Wrong,"Write two deliberately WRONG captions for The Classroom Split — one that reads it as cheerful decoration, one that misses unequal access to education entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the identical posture of children across the divide is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0444,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Playground / Rubble Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Playground / Rubble Pair — one that reads it as cheerful decoration, one that misses childhood under privilege and under war entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (play persisting in both halves is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0445,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Beach / Crossing Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Beach / Crossing Pair — one that reads it as cheerful decoration, one that misses the sea as playground and graveyard entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the same water meaning leisure and death is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0446,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Mother's Arms Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Mother's Arms Pair — one that reads it as cheerful decoration, one that misses care under radically unequal conditions entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (identical arms, opposite worlds is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0447,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Mealtime Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Mealtime Pair — one that reads it as cheerful decoration, one that misses food inequality entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the table line running unbroken across both worlds is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0448,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Toys / Weapons Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Toys / Weapons Pair — one that reads it as cheerful decoration, one that misses childhood militarised entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (the same grip taught by different worlds is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0449,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Bedtime Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Bedtime Pair — one that reads it as cheerful decoration, one that misses shelter as lottery entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (sleep — the one thing both children do identically is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
IO-0450,Individual Oral,Individual Oral: Ugur Gallenkuş,Interpretation & Counter-Reading,Analytical Activity,The Hospital Pair: Caption It Wrong,"Write two deliberately WRONG captions for The Hospital Pair — one that reads it as cheerful decoration, one that misses healthcare inequality at birth entirely. Then write the caption it deserves. Explaining exactly WHY the wrong captions fail (machines on one side, hands on the other is the key they ignore) produces sharper analysis than starting from the right answer ever does.",8,"A, B","Writing, Visual, Solitary","Photograph, Image",Ugur Gallenkuş,Developing,At Home,Individual,Core Activity,Any Time,Pen & Paper,Medium — normal study energy,Some Scaffolding — guided but open,"Fresh Ideas & Interpretation, Analysis Depth",Arguing against misreadings is examiner-grade thinking — it shows you know why your interpretation earns its place.,Your 'deserved' caption names both the technique and the issue.,Wrong caption #1 can always be 'Nice colours!' — now say precisely what 'nice' fails to see.
P2-1246,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Little Red-Cap: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Little Red-Cap that you never want to face an exam without — anchor around the tonal turn around the final image of walking out of the forest alone, flowers in hand. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1247,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Thetis: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Thetis that you never want to face an exam without — anchor around the tonal turn around the ending where motherhood, not escape, transforms her. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
P2-1248,Paper 2,Paper 2: The World's Wife,Quotation Bank,Skill Drill,Queen Kong: Three-Line Lock-In,"Choose the three shortest lines (or, for visual texts, three describable details) from Queen Kong that you never want to face an exam without — anchor around the tonal turn around wearing the dead beloved around her neck. Write each from memory three times across today: now, in an hour, at night. Tag each with the theme it unlocks. Locked-in evidence is confidence you can spend later.",6,A,"Reading, Writing, Logical, Solitary",The World's Wife,The World's Wife,Developing,At Home,Individual,Warm-Up,"Final Week, Night Before","Flashcards, Pen & Paper",Low — fine when tired,Highly Scaffolded — steps are laid out for you,"Memory & Recall, Quotations & Evidence",Spaced retrieval on a tiny evidence set is the most efficient memorisation protocol known — three touches today beats ten tomorrow.,Third rep of all three lines was error-free.,Shorter lines. Under six words each. Memorability outranks impressiveness.
